Date,Open,High,Low,Close,Volume
2022-03-27,69397.52,70330.19,68906.98,70224.91,3199957
2022-03-28,70224.91,73665.26,70093.02,72382.07,1473485
2022-03-29,72382.07,76748.87,71896.51,75727.44,4478729
2022-03-30,75727.44,78966.64,75378.78,77839.63,5037257
2022-03-31,77839.63,80427.53,76965.59,80378.81,4234483
2022-04-01,80378.81,80713.56,79468.65,80033.23,3372476
2022-04-02,80033.23,84162.4,78775.91,83235.2,3243533
2022-04-03,83235.2,83687.89,82444.66,83024.96,6114089
2022-04-04,83024.96,85167.3,81939.35,85010.33,3597790
2022-04-05,85010.33,93336.54,84199.61,91905.79,3196661
2022-04-06,91905.79,92276.0,87178.41,89299.88,4408851
2022-04-07,89299.88,89576.6,84754.53,87008.52,3189955
2022-04-08,87008.52,87733.66,86292.24,87190.01,3139970
2022-04-09,87190.01,95432.38,86711.59,94889.06,2444685
2022-04-10,94889.06,95616.46,94280.36,95072.56,4172125
2022-04-11,95072.56,101364.81,93748.7,101171.67,5883377
2022-04-12,101171.67,103323.25,100854.95,102094.91,3267859
2022-04-13,102094.91,102712.09,97269.99,97728.9,4671784
2022-04-14,97728.9,98582.0,83996.15,87038.93,1572688
2022-04-15,87038.93,94289.83,85555.18,94000.85,2646449
2022-04-16,94000.85,100071.39,93245.11,98189.91,4747098
2022-04-17,98189.91,98885.51,94092.74,94557.77,7656209
2022-04-18,94557.77,95277.97,88421.17,88614.3,1876040
2022-04-19,88614.3,93605.71,88514.6,93107.84,5344486
2022-04-20,93107.84,93845.9,90670.53,91062.19,3413257
2022-04-21,91062.19,92323.53,86656.87,86751.41,5482005
2022-04-22,86751.41,87804.03,82373.62,84855.58,6100648
2022-04-23,84855.58,85420.86,82398.3,84443.88,5019733
2022-04-24,84443.88,84910.28,83526.38,84015.44,2436274
2022-04-25,84015.44,84201.8,83085.4,84016.86,2076864
2022-04-26,84016.86,85540.37,80223.05,80913.83,3679042
2022-04-27,80913.83,81507.91,79093.95,79378.61,2165085
2022-04-28,79378.61,82029.22,79098.01,81417.67,1945277
2022-04-29,81417.67,94790.74,81077.02,94314.88,6588256
2022-04-30,94314.88,98007.66,93399.65,96556.34,4885013
2022-05-01,96556.34,97690.78,95970.51,96765.53,2982885
2022-05-02,96765.53,99548.42,95975.85,98672.55,3149941
2022-05-03,98672.55,103474.34,97844.75,102526.83,2400946
2022-05-04,102526.83,103654.78,99561.09,100625.92,5224031
2022-05-05,100625.92,103048.64,99527.39,102958.07,2693764
2022-05-06,102958.07,106463.79,102895.99,105567.42,4103691
2022-05-07,105567.42,109620.19,105038.88,108533.29,3351393
2022-05-08,108533.29,109386.22,108275.04,108668.66,3739685
2022-05-09,108668.66,111225.3,108148.31,109703.98,2123576
2022-05-10,109703.98,112917.31,108991.57,112476.39,4809229
2022-05-11,112476.39,119227.71,112061.04,116964.79,3511992
2022-05-12,116964.79,117442.77,108437.87,109810.26,1532563
2022-05-13,109810.26,115595.55,109221.89,114600.31,1392095
2022-05-14,114600.31,116016.56,109640.08,110236.52,3027530
2022-05-15,110236.52,117025.82,109839.92,115699.18,1684494
2022-05-16,115699.18,116000.32,113561.79,114140.57,1419441
2022-05-17,114140.57,114229.0,108697.18,108948.19,2059313
2022-05-18,108948.19,113615.79,107740.77,112451.64,1424566
2022-05-19,112451.64,113196.95,108295.59,109303.21,1978839
2022-05-20,109303.21,110281.86,109212.07,110205.44,3587070
2022-05-21,110205.44,111979.52,108773.23,111076.77,4949841
2022-05-22,111076.77,115655.26,109327.34,114342.31,5194085
2022-05-23,114342.31,118879.32,113711.73,117080.35,3875923
2022-05-24,117080.35,120374.26,116068.12,118798.43,7630731
2022-05-25,118798.43,119403.97,118118.84,119099.26,3168929
2022-05-26,119099.26,124319.14,118069.78,123905.2,3046597
2022-05-27,123905.2,125639.68,123364.03,125401.84,1464041
2022-05-28,125401.84,135046.46,124389.18,133206.28,2009464
2022-05-29,133206.28,133962.81,119849.68,121027.42,1278602
2022-05-30,121027.42,124759.65,119238.45,123098.38,1856666
2022-05-31,123098.38,124197.15,120936.59,122055.53,2312024
2022-06-01,122055.53,126664.14,121575.1,123588.57,6816791
2022-06-02,123588.57,127037.23,123069.01,126297.36,6461089
2022-06-03,126297.36,129026.77,122179.45,127883.02,3183691
2022-06-04,127883.02,130346.49,125966.01,129724.56,3269705
2022-06-05,129724.56,130278.61,122996.22,123990.36,969857
2022-06-06,123990.36,125238.34,114537.04,115343.56,2555659
2022-06-07,115343.56,118872.04,114685.4,117649.82,5304639
2022-06-08,117649.82,118370.11,116287.28,116403.23,1425626
2022-06-09,116403.23,117023.46,107262.1,107781.46,4297879
2022-06-10,107781.46,110240.17,106546.78,109959.82,1653349
2022-06-11,109959.82,112803.38,109707.14,112793.19,2135682
2022-06-12,112793.19,116988.86,112322.08,113597.68,4992755
2022-06-13,113597.68,114594.71,111261.49,114406.33,1857154
2022-06-14,114406.33,117495.74,113219.92,116417.27,4741707
2022-06-15,116417.27,119031.53,115591.19,116990.47,1742353
2022-06-16,116990.47,117351.36,114571.3,116218.85,4412401
2022-06-17,116218.85,116907.94,114558.68,115740.83,9287884
2022-06-18,115740.83,117916.67,108243.52,109431.87,5540578
2022-06-19,109431.87,110963.96,109073.13,109543.01,5189433
2022-06-20,109543.01,109636.87,105410.18,105765.27,2202882
2022-06-21,105765.27,108342.05,104857.32,107475.72,2907167
2022-06-22,107475.72,109287.56,107426.6,107727.03,2229981
2022-06-23,107727.03,116590.48,107424.71,115483.6,7875838
2022-06-24,115483.6,117558.82,113074.82,117103.1,2977412
2022-06-25,117103.1,118777.86,115311.02,116240.99,3166817
2022-06-26,116240.99,121946.8,115920.52,121391.67,5232229
2022-06-27,121391.67,123675.85,120655.19,123621.12,3633263
2022-06-28,123621.12,129571.42,122288.65,128937.17,2316669
2022-06-29,128937.17,130833.72,122659.42,123405.71,1085137
2022-06-30,123405.71,129027.96,123147.85,127403.72,9389173
2022-07-01,127403.72,130676.23,126821.13,128728.56,6769319
2022-07-02,128728.56,133073.24,127255.56,132031.44,3364013
2022-07-03,132031.44,139220.5,131446.48,137127.67,2572152
2022-07-04,137127.67,139330.59,136385.25,138688.21,6721745
2022-07-05,138688.21,143076.12,137256.22,142633.12,3988650
2022-07-06,142633.12,152139.11,141734.08,151808.1,1974789
2022-07-07,151808.1,152851.6,147908.88,147931.98,5132680
2022-07-08,147931.98,150179.49,141790.76,143379.9,4405619
2022-07-09,143379.9,149801.02,143133.51,148173.26,4310763
2022-07-10,148173.26,149499.51,140783.54,142224.72,4641708
2022-07-11,142224.72,143103.49,134026.73,134771.08,4469626
2022-07-12,134771.08,135555.48,130369.56,131619.18,6698321
2022-07-13,131619.18,131706.56,129178.13,129631.38,1494942
2022-07-14,129631.38,130536.59,128761.89,130193.6,2824579
2022-07-15,130193.6,131032.86,127215.89,128185.99,4440308
2022-07-16,128185.99,128498.86,109966.91,110293.28,5664270
2022-07-17,110293.28,111521.25,106203.05,106420.81,3276894
2022-07-18,106420.81,107122.89,105343.64,106049.77,3003907
2022-07-19,106049.77,112040.27,105801.89,111152.06,1912673
2022-07-20,111152.06,115595.39,109607.1,115365.92,1538723
2022-07-21,115365.92,117927.07,112118.42,113412.29,3238930
2022-07-22,113412.29,116383.7,112348.23,116311.64,2737433
2022-07-23,116311.64,116490.11,112474.95,114313.55,3903890
2022-07-24,114313.55,115774.86,112902.14,113007.33,2502606
2022-07-25,113007.33,115718.65,112804.87,115641.3,1734089
2022-07-26,115641.3,124043.02,115134.03,123471.14,3496372
2022-07-27,123471.14,125728.51,122671.89,124521.86,3647294
2022-07-28,124521.86,124831.93,122352.37,122818.89,3572533
2022-07-29,122818.89,123779.65,121823.96,123648.06,1907040
2022-07-30,123648.06,127128.58,122395.47,123952.27,6892944
2022-07-31,123952.27,125393.41,123204.58,125151.4,2377921
2022-08-01,125151.4,131146.3,124708.29,129071.3,2122420
2022-08-02,129071.3,130686.51,119706.57,120096.68,4538824
2022-08-03,120096.68,126571.01,119981.36,126246.4,1730381
2022-08-04,126246.4,127219.78,125361.66,125879.51,2566298
2022-08-05,125879.51,134468.44,124910.25,133685.72,1709893
2022-08-06,133685.72,133928.27,131185.6,131685.22,3859439
2022-08-07,131685.22,136394.93,131643.82,135878.26,2138864
2022-08-08,135878.26,141217.5,135557.02,138739.79,1921258
2022-08-09,138739.79,138764.82,133090.98,133218.15,1344962
2022-08-10,133218.15,134327.93,131398.66,132975.56,1023789
2022-08-11,132975.56,137856.26,132334.53,135630.35,3930851
2022-08-12,135630.35,140288.52,134024.0,137635.36,2546697
2022-08-13,137635.36,146084.4,135919.2,145975.29,3169226
2022-08-14,145975.29,151535.71,145207.22,150982.35,1224268
2022-08-15,150982.35,151503.16,145707.41,148535.73,7370377
2022-08-16,148535.73,160473.98,145421.42,160219.16,5034858
2022-08-17,160219.16,160863.38,154460.55,155375.51,2150839
2022-08-18,155375.51,156213.17,151646.13,152225.17,2971505
2022-08-19,152225.17,153416.81,150371.13,152736.99,2529170
2022-08-20,152736.99,153089.09,148453.35,149051.88,4131527
2022-08-21,149051.88,153399.14,148442.85,151913.68,2802705
2022-08-22,151913.68,153260.67,130891.22,131655.91,3489353
2022-08-23,131655.91,132456.31,123970.91,125708.19,3704099
2022-08-24,125708.19,126693.14,121262.65,121435.2,4357245
2022-08-25,121435.2,125956.59,121338.08,124710.95,7318348
2022-08-26,124710.95,126619.13,124441.07,126405.87,8254609
2022-08-27,126405.87,127354.27,115413.16,118263.37,3651854
2022-08-28,118263.37,119520.22,115798.62,118469.71,7743375
2022-08-29,118469.71,130208.68,117702.47,129835.62,1864000
2022-08-30,129835.62,137190.1,128691.68,136926.79,7117024
2022-08-31,136926.79,147492.46,135382.65,146228.82,3574354
2022-09-01,146228.82,147774.94,137873.92,139033.44,3049090
2022-09-02,139033.44,141315.33,134499.67,136178.66,1979609
2022-09-03,136178.66,137435.7,134686.92,136886.56,4295320
2022-09-04,136886.56,143315.7,133882.93,141208.49,3424372
2022-09-05,141208.49,142125.1,139445.68,140104.84,8657256
2022-09-06,140104.84,142816.68,135294.94,136255.59,2627045
2022-09-07,136255.59,141084.71,136229.49,140446.43,3666875
2022-09-08,140446.43,140751.6,132695.18,133762.07,1995763
2022-09-09,133762.07,135447.89,129431.94,129774.93,4697775
2022-09-10,129774.93,130501.23,126041.98,126289.1,6847278
2022-09-11,126289.1,127015.69,124191.27,124669.61,5267186
2022-09-12,124669.61,125931.44,121103.86,121279.07,2035957
2022-09-13,121279.07,122120.58,121004.37,122026.63,3713653
2022-09-14,122026.63,123615.71,121517.81,121907.18,3487371
2022-09-15,121907.18,124597.4,119706.08,123800.07,6497343
2022-09-16,123800.07,123962.18,122090.13,122142.75,2875463
2022-09-17,122142.75,130658.59,121330.85,130372.05,3421140
2022-09-18,130372.05,130771.73,128728.85,129677.5,2887267
2022-09-19,129677.5,130251.69,122482.04,123341.4,5360335
2022-09-20,123341.4,128139.15,122980.03,127732.83,3948345
2022-09-21,127732.83,131677.27,125985.28,129615.73,2735582
2022-09-22,129615.73,130159.94,127109.22,127138.88,2587493
2022-09-23,127138.88,127420.22,122141.15,122475.76,4079966
2022-09-24,122475.76,122990.3,119077.52,120504.67,3607996
2022-09-25,120504.67,121758.66,117235.07,118766.88,3735878
2022-09-26,118766.88,121134.87,117918.28,119839.24,5119089
2022-09-27,119839.24,120109.72,116968.31,117722.2,3521811
2022-09-28,117722.2,118690.44,111593.59,113334.17,5639887
2022-09-29,113334.17,114198.09,109448.69,110589.84,6406999
2022-09-30,110589.84,114793.64,110461.19,113554.07,2824495
2022-10-01,113554.07,117459.92,111741.69,117294.19,2734969
2022-10-02,117294.19,129473.28,116466.55,126990.33,2041012
2022-10-03,126990.33,127059.76,124537.62,125085.82,2497798
2022-10-04,125085.82,133529.98,123988.91,133315.32,1872168
2022-10-05,133315.32,134199.46,122304.41,122921.44,2865841
2022-10-06,122921.44,123030.74,120676.36,122100.34,1134927
2022-10-07,122100.34,137361.28,121816.91,136334.91,5852078
2022-10-08,136334.91,140263.94,136257.76,139965.27,6013306
2022-10-09,139965.27,140166.24,130252.62,130547.2,3132042
2022-10-10,130547.2,138518.53,129187.26,137566.36,4376553
2022-10-11,137566.36,138364.05,136979.66,137080.32,2762953
2022-10-12,137080.32,144929.43,135307.68,143369.94,4352213
2022-10-13,143369.94,148500.13,142899.94,145774.42,2760032
2022-10-14,145774.42,154284.36,145491.22,153553.46,2240263
2022-10-15,153553.46,161980.93,152979.69,159343.15,2536673
2022-10-16,159343.15,159512.41,138495.08,139459.26,5512712
2022-10-17,139459.26,145125.16,139291.53,143617.36,3295487
2022-10-18,143617.36,145082.31,142813.48,144051.38,3957857
2022-10-19,144051.38,144138.45,135538.9,137132.28,2801165
2022-10-20,137132.28,138596.09,131978.94,133909.71,5018619
2022-10-21,133909.71,135546.12,129204.0,129674.96,4238725
2022-10-22,129674.96,131967.39,127370.19,129254.21,3743452
2022-10-23,129254.21,130491.83,124227.0,126356.96,3878077
2022-10-24,126356.96,128551.54,121392.92,121863.69,2692687
2022-10-25,121863.69,122993.86,112930.23,114410.5,1763726
2022-10-26,114410.5,114830.08,110612.23,111574.48,3875766
2022-10-27,111574.48,111970.61,109458.85,109973.33,9254632
2022-10-28,109973.33,114308.57,109463.8,111029.78,1948696
2022-10-29,111029.78,113100.17,109159.26,111309.97,1164324
2022-10-30,111309.97,118718.43,111175.19,117419.88,3329744
2022-10-31,117419.88,118044.15,110433.41,110674.08,2143712
2022-11-01,110674.08,110851.02,102852.67,104318.61,3211039
2022-11-02,104318.61,109414.02,104022.77,108721.09,11391851
2022-11-03,108721.09,109031.64,107214.65,108304.49,2752477
2022-11-04,108304.49,108710.06,107047.62,108307.73,1733402
2022-11-05,108307.73,109137.16,103295.7,103669.33,2850079
2022-11-06,103669.33,104024.25,101016.31,101388.58,1763310
2022-11-07,101388.58,108845.08,101200.39,108587.53,2783297
2022-11-08,108587.53,109281.69,107197.11,108984.49,3593869
2022-11-09,108984.49,114353.59,107216.55,112936.33,8671661
2022-11-10,112936.33,112936.89,108158.09,109993.44,5550309
2022-11-11,109993.44,110842.5,108346.35,109438.19,5489366
2022-11-12,109438.19,117117.26,108739.25,116831.24,5548616
2022-11-13,116831.24,118626.72,116068.74,118451.3,1850851
2022-11-14,118451.3,138394.33,117702.17,136034.37,3779023
2022-11-15,136034.37,137464.31,135920.92,137133.54,664037
2022-11-16,137133.54,140989.35,135748.43,140547.1,1921362
2022-11-17,140547.1,146294.25,140374.08,143560.21,5189599
2022-11-18,143560.21,145275.64,140856.84,141474.17,980743
2022-11-19,141474.17,141734.27,137551.29,137675.71,5328920
2022-11-20,137675.71,140424.1,134988.83,136555.27,3212339
2022-11-21,136555.27,145754.23,135404.34,144617.12,5975868
2022-11-22,144617.12,147167.9,144148.67,145721.23,6356563
2022-11-23,145721.23,150970.37,145603.83,149332.63,1232057
2022-11-24,149332.63,150384.26,144350.89,146161.86,12511676
2022-11-25,146161.86,147709.01,140335.95,141286.25,5963209
2022-11-26,141286.25,152618.64,138501.69,152550.36,3237349
2022-11-27,152550.36,154196.97,145873.54,148230.16,4355873
2022-11-28,148230.16,157728.44,147342.65,155639.56,2063431
2022-11-29,155639.56,156898.57,143276.18,144761.97,6046561
2022-11-30,144761.97,147119.37,136859.71,140018.89,1813519
2022-12-01,140018.89,142609.73,139187.44,141227.38,3009198
2022-12-02,141227.38,144774.64,138311.09,141757.01,2319821
2022-12-03,141757.01,142096.34,134832.63,137295.57,1659913
2022-12-04,137295.57,139977.3,133794.54,134025.77,4220362
2022-12-05,134025.77,146416.81,131770.58,145627.1,1959080
2022-12-06,145627.1,147031.72,143133.47,144346.54,4584634
2022-12-07,144346.54,145885.9,144039.7,144899.06,5462915
2022-12-08,144899.06,151502.1,144719.51,150652.5,2200390
2022-12-09,150652.5,151863.62,149615.18,149725.93,3147651
2022-12-10,149725.93,162433.11,147925.51,160212.58,3830758
2022-12-11,160212.58,161544.38,159328.78,160115.63,4346494
2022-12-12,160115.63,161530.75,159219.66,161371.24,2176513
2022-12-13,161371.24,162166.43,159862.17,160960.02,3481900
2022-12-14,160960.02,164254.65,158924.58,159867.65,4985985
2022-12-15,159867.65,161578.07,158173.69,159048.64,3037323
2022-12-16,159048.64,164228.37,158581.98,163887.81,1583724
2022-12-17,163887.81,167925.64,163473.88,165920.74,6532276
2022-12-18,165920.74,170523.78,163396.1,168666.22,7829188
2022-12-19,168666.22,170116.18,167698.51,169140.58,1726916
2022-12-20,169140.58,169635.68,159418.84,161683.05,4312862
2022-12-21,161683.05,161896.91,152934.52,153105.24,2185853
2022-12-22,153105.24,153738.51,150367.08,151180.79,3054335
2022-12-23,151180.79,156665.17,149534.78,152846.32,2708348
2022-12-24,152846.32,154893.64,152652.93,153099.84,2264174
2022-12-25,153099.84,158964.38,152831.47,158683.54,1675525
2022-12-26,158683.54,158892.88,155791.01,156554.98,4928195
2022-12-27,156554.98,156742.22,146293.8,147738.41,1140727
2022-12-28,147738.41,155984.1,143836.79,153851.18,2780888
2022-12-29,153851.18,155383.93,152428.73,154599.46,1470628
2022-12-30,154599.46,154929.46,152034.92,152984.57,5499096
2022-12-31,152984.57,157031.07,145353.18,145619.89,2735058
2023-01-01,145619.89,152735.03,144887.83,151782.88,2746542
2023-01-02,151782.88,152686.96,148817.23,149299.43,3170811
2023-01-03,149299.43,152874.13,148472.23,152062.73,7272264
2023-01-04,152062.73,159055.6,150852.98,158606.82,4041784
2023-01-05,158606.82,169545.34,158357.4,165868.34,3279185
2023-01-06,165868.34,169741.95,164903.35,168347.37,1817659
2023-01-07,168347.37,171828.63,165437.13,167349.43,1374675
2023-01-08,167349.43,167790.48,157237.59,160603.59,7255143
2023-01-09,160603.59,182918.07,159647.68,181444.02,3212061
2023-01-10,181444.02,183669.29,172731.6,175005.27,2711385
2023-01-11,175005.27,175073.79,167461.47,168454.26,2868553
2023-01-12,168454.26,170211.35,167088.83,169584.98,1372236
2023-01-13,169584.98,170127.46,167412.4,168556.67,2797744
2023-01-14,168556.67,171695.73,167057.45,169938.34,2773882
2023-01-15,169938.34,176843.56,168143.92,174571.81,3244116
2023-01-16,174571.81,176000.11,163582.97,164309.35,6019805
2023-01-17,164309.35,165725.51,157938.38,158546.34,2671942
2023-01-18,158546.34,160565.71,153404.84,155902.31,7574120
2023-01-19,155902.31,160404.64,154951.73,159115.2,7493509
2023-01-20,159115.2,161470.27,148751.81,150425.41,1952940
2023-01-21,150425.41,152245.67,144578.36,146023.17,6137829
2023-01-22,146023.17,147286.32,145442.71,147077.82,2791553
2023-01-23,147077.82,148668.95,139426.54,139976.37,1653730
2023-01-24,139976.37,140317.23,127804.01,128843.45,1402348
2023-01-25,128843.45,131742.88,127950.75,131496.27,4719997
2023-01-26,131496.27,131869.93,126415.76,127090.74,7357635
2023-01-27,127090.74,129176.59,124678.85,127316.59,2035096
2023-01-28,127316.59,128289.33,122695.1,123726.1,2375839
2023-01-29,123726.1,124417.79,123204.54,124323.61,3735563
2023-01-30,124323.61,124783.68,121117.64,122972.3,1833084
2023-01-31,122972.3,123892.42,121974.99,122996.17,1872859
2023-02-01,122996.17,124496.96,122301.26,124232.67,4039397
2023-02-02,124232.67,125976.59,124223.75,125798.25,1151713
2023-02-03,125798.25,129432.41,124553.02,126630.67,2403426
2023-02-04,126630.67,127062.04,125263.11,126186.01,4391630
2023-02-05,126186.01,126613.39,125179.26,125684.4,2278478
2023-02-06,125684.4,131020.69,125603.1,129529.52,3390327
2023-02-07,129529.52,130186.19,129075.25,129990.89,5526123
2023-02-08,129990.89,132102.66,129206.92,131662.73,2136612
2023-02-09,131662.73,143625.92,131163.98,143246.63,3948769
2023-02-10,143246.63,143697.44,138705.89,140416.43,5546536
2023-02-11,140416.43,145299.71,140106.2,144843.33,2055292
2023-02-12,144843.33,145629.1,143516.1,145356.85,2151207
2023-02-13,145356.85,145803.99,143307.47,144788.05,2809506
2023-02-14,144788.05,145437.12,142709.03,145053.93,1693134
2023-02-15,145053.93,149752.57,145031.84,146625.64,5520205
2023-02-16,146625.64,146661.42,140677.78,140933.51,3099748
2023-02-17,140933.51,148471.7,138961.45,145985.32,2700733
2023-02-18,145985.32,149459.37,144233.94,148738.3,1026769
2023-02-19,148738.3,154623.8,147404.73,153353.73,1416748
2023-02-20,153353.73,153524.65,152651.6,153492.32,3018645
2023-02-21,153492.32,155561.47,150928.8,151654.96,4591823
2023-02-22,151654.96,153039.8,150145.76,152599.72,2985412
2023-02-23,152599.72,152872.07,139070.45,141124.64,4895029
2023-02-24,141124.64,141765.05,139765.51,140739.78,1221436
2023-02-25,140739.78,144277.33,140440.81,141390.04,6935107
2023-02-26,141390.04,141900.43,140240.52,141481.13,4933898
2023-02-27,141481.13,142765.68,141073.08,142740.54,2467346
2023-02-28,142740.54,143478.71,134423.01,135783.32,2549007
2023-03-01,135783.32,136814.87,131891.5,132202.69,1684708
2023-03-02,132202.69,134403.18,126602.17,129285.61,3131319
2023-03-03,129285.61,129707.98,127549.59,128734.7,2555490
2023-03-04,128734.7,129106.27,126899.47,127129.65,6272208
2023-03-05,127129.65,130400.53,125133.89,129864.95,3383152
2023-03-06,129864.95,131021.9,125324.65,127089.34,1468665
2023-03-07,127089.34,127292.0,121177.68,121801.8,2086515
2023-03-08,121801.8,128108.31,120591.26,128087.41,4033301
2023-03-09,128087.41,128212.51,123749.53,124375.77,3117955
2023-03-10,124375.77,124888.33,110819.3,110856.69,8381530
2023-03-11,110856.69,112527.25,108270.01,111091.57,995561
2023-03-12,111091.57,115106.44,109366.28,113628.71,945062
2023-03-13,113628.71,117235.54,111481.13,116603.2,4597705
2023-03-14,116603.2,118276.64,116004.37,117486.78,8314558
2023-03-15,117486.78,119267.54,114909.46,115817.66,8542666
2023-03-16,115817.66,117299.57,114889.37,116493.76,5328912
2023-03-17,116493.76,118107.5,115695.55,116082.12,1012076
2023-03-18,116082.12,116523.34,110709.76,110854.84,2259567
2023-03-19,110854.84,113512.27,109270.88,112714.67,3652570
2023-03-20,112714.67,112999.07,105218.19,106751.72,2446118
2023-03-21,106751.72,107892.39,102883.03,104849.56,7345028
2023-03-22,104849.56,105688.59,100970.58,101401.12,2927746
2023-03-23,101401.12,103436.56,100092.32,102812.23,4051813
2023-03-24,102812.23,103098.17,102172.07,102917.6,3454486
2023-03-25,102917.6,105038.16,100907.3,102989.65,3065227
2023-03-26,102989.65,107196.98,101124.72,105719.55,4162105
2023-03-27,105719.55,106418.55,98677.53,99179.98,4095619
2023-03-28,99179.98,100220.5,93158.25,93503.77,3201710
2023-03-29,93503.77,94080.82,90975.31,93077.77,2328760
2023-03-30,93077.77,100276.27,92864.03,100020.0,2061666
2023-03-31,100020.0,100035.14,98407.4,98483.25,2015408
2023-04-01,98483.25,105618.07,96253.33,104086.87,4597614
2023-04-02,104086.87,109696.07,103432.85,108354.26,3109104
2023-04-03,108354.26,108465.23,107256.14,108347.17,2795837
2023-04-04,108347.17,111403.55,106280.11,110922.16,3152570
2023-04-05,110922.16,112136.02,110027.75,110056.73,4717202
2023-04-06,110056.73,110069.22,104669.06,105049.12,5622094
2023-04-07,105049.12,105656.28,100021.51,101393.08,3967774
2023-04-08,101393.08,107539.99,100846.74,106373.3,4723399
2023-04-09,106373.3,106645.24,105061.97,105225.38,1306424
2023-04-10,105225.38,108380.71,105084.34,107839.34,3686973
2023-04-11,107839.34,108805.7,102481.01,103845.85,3491474
2023-04-12,103845.85,104603.2,103124.15,104419.05,3223847
2023-04-13,104419.05,107437.44,104226.33,106523.09,5099157
2023-04-14,106523.09,107144.59,103054.24,103519.04,3249328
2023-04-15,103519.04,105056.18,101227.66,101649.66,2347731
2023-04-16,101649.66,102425.52,99507.22,99648.28,973328
2023-04-17,99648.28,101862.36,99403.47,101243.87,5029430
2023-04-18,101243.87,105919.49,100826.89,104920.19,4904585
2023-04-19,104920.19,106065.09,103680.7,105532.97,1794633
2023-04-20,105532.97,106082.27,100295.53,101853.22,875032
2023-04-21,101853.22,105284.79,101122.13,104455.82,2501219
2023-04-22,104455.82,105205.96,103994.11,105162.07,6327551
2023-04-23,105162.07,106445.6,97597.99,98256.51,3388445
2023-04-24,98256.51,98511.83,95952.04,96921.9,3843328
2023-04-25,96921.9,102703.93,96057.12,101395.57,3744871
2023-04-26,101395.57,102826.84,99525.87,99711.34,5555484
2023-04-27,99711.34,99851.94,93008.71,93436.2,5025982
2023-04-28,93436.2,94039.34,89667.87,90528.01,2959874
2023-04-29,90528.01,92355.96,90362.65,91198.56,2628382
2023-04-30,91198.56,92947.1,90869.13,91555.3,3656207
2023-05-01,91555.3,93912.39,90578.66,92368.92,2783009
2023-05-02,92368.92,92452.91,91151.49,91574.89,4015707
2023-05-03,91574.89,91727.12,86471.76,87271.07,1850113
2023-05-04,87271.07,88328.56,85700.17,87104.3,2214287
2023-05-05,87104.3,87434.95,83449.57,84008.19,1994528
2023-05-06,84008.19,84281.82,79010.85,79325.64,4132424
2023-05-07,79325.64,79636.19,78709.91,79024.78,4067810
2023-05-08,79024.78,79735.51,66050.76,66623.45,3402090
2023-05-09,66623.45,69615.94,66512.16,69347.31,4027665
2023-05-10,69347.31,70895.84,68491.04,70772.59,1951331
2023-05-11,70772.59,72745.02,70658.25,72318.42,2391811
2023-05-12,72318.42,73106.22,68964.66,69909.18,5091563
2023-05-13,69909.18,70079.15,69089.26,69825.83,2977388
2023-05-14,69825.83,70589.98,67179.22,68242.98,1520833
2023-05-15,68242.98,72472.72,68143.86,72203.63,2784893
2023-05-16,72203.63,72274.68,68643.14,69062.8,3052112
2023-05-17,69062.8,71595.36,67899.54,71447.03,5389756
2023-05-18,71447.03,76279.01,71273.37,75763.15,3272759
2023-05-19,75763.15,76726.78,70139.9,70722.08,5634101
2023-05-20,70722.08,73696.9,70329.17,73662.23,1112593
2023-05-21,73662.23,74937.98,72414.38,72576.55,1285075
2023-05-22,72576.55,75474.08,72122.84,74667.9,3951507
2023-05-23,74667.9,75002.27,72912.33,73311.41,5207812
2023-05-24,73311.41,75443.28,72435.95,73567.73,7150453
2023-05-25,73567.73,74747.92,72727.86,73778.84,2620622
2023-05-26,73778.84,73957.26,73726.06,73806.23,2369851
2023-05-27,73806.23,74749.13,71120.56,71886.97,3370616
2023-05-28,71886.97,72511.27,71401.44,72238.6,3059244
2023-05-29,72238.6,72505.47,67577.72,67748.39,2091966
2023-05-30,67748.39,71349.27,67704.61,71117.23,1420361
2023-05-31,71117.23,71408.46,70425.42,71344.36,3467447
2023-06-01,71344.36,72562.33,70429.29,70917.12,7425009
2023-06-02,70917.12,71757.75,69422.05,69999.33,6367670
2023-06-03,69999.33,74714.17,69438.81,74536.84,1737204
2023-06-04,74536.84,76912.76,74007.63,75977.8,8113220
2023-06-05,75977.8,77736.18,75954.31,77622.14,2635086
2023-06-06,77622.14,81343.81,77274.82,80674.79,2802573
2023-06-07,80674.79,80915.41,79083.71,79294.0,2366310
2023-06-08,79294.0,81542.65,78291.91,79865.57,1986315
2023-06-09,79865.57,82191.83,79628.29,81592.37,2762583
2023-06-10,81592.37,82928.49,81408.74,81829.17,2601035
2023-06-11,81829.17,84664.84,81191.8,84365.29,3123207
2023-06-12,84365.29,85710.14,80741.19,81177.24,1490371
2023-06-13,81177.24,81483.21,78777.35,79414.9,13911957
2023-06-14,79414.9,82348.21,78983.2,81941.7,2233213
2023-06-15,81941.7,82294.6,80926.88,81148.15,3691361
2023-06-16,81148.15,90124.23,81092.87,89973.65,3921502
2023-06-17,89973.65,98116.58,89272.72,96655.26,1876252
2023-06-18,96655.26,100841.63,96212.93,99322.69,3587062
2023-06-19,99322.69,105302.07,99184.58,104668.19,5971733
2023-06-20,104668.19,105025.29,101907.45,103152.09,1523340
