Date,Open,High,Low,Close,Volume,Name,Market_Cap
2024-06-23,90585.73,93967.87,89838.2,92475.7,3977228,BTC-USD,395695921850.84454
2024-06-24,92475.7,94408.04,78980.21,79811.0,1736480,BTC-USD,136889609055.97636
2024-06-25,79811.0,81942.44,78586.07,81233.28,2606212,BTC-USD,206600927580.9344
2024-06-26,81233.28,81950.76,78818.26,78908.59,3519670,BTC-USD,271765028336.9224
2024-06-27,78908.59,79074.59,76152.9,76883.49,6173410,BTC-USD,457721470053.0664
2024-06-28,76883.49,77519.09,72860.34,73081.02,2486275,BTC-USD,184503745968.34766
2024-06-29,73081.02,77960.81,72224.87,77933.68,1758027,BTC-USD,123332862387.869
2024-06-30,77933.68,78106.22,77556.28,78089.25,3194801,BTC-USD,288503733512.50946
2024-07-01,78089.25,78655.88,77052.53,78122.06,9865870,BTC-USD,719282890814.2426
2024-07-02,78122.06,79241.51,76610.66,77207.5,2115149,BTC-USD,140280866652.25845
2024-07-03,77207.5,79598.14,76062.97,79242.75,2708842,BTC-USD,180014930782.42236
2024-07-04,79242.75,79328.66,74566.67,74673.77,5054362,BTC-USD,303969087416.4075
2024-07-05,74673.77,75818.16,71218.43,71478.34,7690940,BTC-USD,532772119517.46515
2024-07-06,71478.34,74738.65,71205.65,73329.03,1689179,BTC-USD,108388124447.11739
2024-07-07,73329.03,74464.07,71687.67,74268.52,2044211,BTC-USD,122771058809.21014
2024-07-08,74268.52,75402.92,70679.36,71923.04,8679362,BTC-USD,629244949780.8881
2024-07-09,71923.04,72461.6,71034.35,71841.17,3967448,BTC-USD,305545540205.20074
2024-07-10,71841.17,76854.78,70923.14,76842.24,4745176,BTC-USD,304210923093.9331
2024-07-11,76842.24,78010.58,75372.16,77042.59,6832389,BTC-USD,518156657737.21533
2024-07-12,77042.59,79536.11,75594.24,79269.0,6714866,BTC-USD,584152251650.6586
2024-07-13,79269.0,79629.67,75110.85,76155.24,4186054,BTC-USD,380738079316.0274
2024-07-14,76155.24,77045.61,73001.48,74089.81,2754680,BTC-USD,217742717418.86768
2024-07-15,74089.81,75426.37,70615.17,70635.09,2073764,BTC-USD,131530094015.833
2024-07-16,70635.09,72648.74,69672.24,70064.3,3038672,BTC-USD,231344344769.6361
2024-07-17,70064.3,77240.0,69817.88,76714.06,2978571,BTC-USD,237448956425.10843
2024-07-18,76714.06,78144.29,76344.69,76381.5,3668491,BTC-USD,247902751011.2549
2024-07-19,76381.5,77598.45,71319.15,71821.97,4783627,BTC-USD,391821905328.1431
2024-07-20,71821.97,71842.43,69736.13,70366.67,2423849,BTC-USD,165605475126.807
2024-07-21,70366.67,74042.3,69687.2,73399.65,7245295,BTC-USD,630074395091.5894
2024-07-22,73399.65,74515.83,72119.78,72699.94,3783552,BTC-USD,299588820773.9018
2024-07-23,72699.94,72742.89,65851.22,66251.98,4192862,BTC-USD,293848423402.2604
2024-07-24,66251.98,67998.36,65440.07,67564.39,2147832,BTC-USD,158372106635.0204
2024-07-25,67564.39,68411.43,67303.37,67696.41,1085284,BTC-USD,72826147303.34921
2024-07-26,67696.41,72012.84,67434.25,71056.98,1888475,BTC-USD,134469865327.92528
2024-07-27,71056.98,72694.71,70944.82,71983.23,3813835,BTC-USD,313099251119.8359
2024-07-28,71983.23,72083.76,69107.05,70542.59,3910216,BTC-USD,295799460931.8363
2024-07-29,70542.59,70729.02,61550.31,62518.03,4326503,BTC-USD,313463700383.42847
2024-07-30,62518.03,65561.78,62397.04,64524.83,3072702,BTC-USD,229260570473.24954
2024-07-31,64524.83,65664.16,54902.09,55410.87,4504017,BTC-USD,297138833565.96686
2024-08-01,55410.87,57336.02,54608.07,56756.5,2792531,BTC-USD,171187437437.76428
2024-08-02,56756.5,57588.99,56079.33,56333.66,5356747,BTC-USD,302042995487.27875
2024-08-03,56333.66,56844.02,54713.17,54903.56,2439012,BTC-USD,116036702638.97694
2024-08-04,54903.56,55694.71,54365.38,54532.63,2482164,BTC-USD,146478968213.07242
2024-08-05,54532.63,54688.35,52370.65,53410.74,5331957,BTC-USD,261041655670.78735
2024-08-06,53410.74,53868.46,50871.66,51948.97,2206345,BTC-USD,104666160370.96733
2024-08-07,51948.97,53835.66,50741.31,53256.63,2509330,BTC-USD,119648532017.6558
2024-08-08,53256.63,55152.74,53042.04,55094.29,4108300,BTC-USD,260306503121.44412
2024-08-09,55094.29,55354.81,52128.58,52399.41,4454905,BTC-USD,267792616597.98413
2024-08-10,52399.41,55065.91,51727.32,55004.78,4678740,BTC-USD,270835322509.26184
2024-08-11,55004.78,55532.76,54624.74,55402.04,2617150,BTC-USD,143428395091.0755
2024-08-12,55402.04,55752.17,55162.68,55727.03,8071058,BTC-USD,480741278945.36346
2024-08-13,55727.03,62576.85,55446.42,62218.31,7813773,BTC-USD,507012007917.1225
2024-08-14,62218.31,63424.11,61475.28,63021.06,4558685,BTC-USD,277609571243.97894
2024-08-15,63021.06,63331.95,60130.86,60650.25,2663611,BTC-USD,153770483599.06744
2024-08-16,60650.25,61266.44,60021.87,60330.65,4333814,BTC-USD,249203890402.75385
2024-08-17,60330.65,60550.99,59169.04,59289.47,2522564,BTC-USD,154893852171.19876
2024-08-18,59289.47,61307.72,58838.41,60261.99,3365254,BTC-USD,214775658125.0081
2024-08-19,60261.99,60537.47,59729.49,60026.38,3799130,BTC-USD,223645942005.35297
2024-08-20,60026.38,64759.21,59770.12,63173.48,4311046,BTC-USD,323401858415.76654
2024-08-21,63173.48,64011.6,61133.66,61800.95,3577263,BTC-USD,184277187342.81354
2024-08-22,61800.95,63300.8,61498.22,63138.8,3825840,BTC-USD,226780082876.51236
2024-08-23,63138.8,65229.51,62826.03,64835.79,3072326,BTC-USD,192748661459.43564
2024-08-24,64835.79,65042.9,61387.75,61858.41,3943872,BTC-USD,196820584487.46106
2024-08-25,61858.41,61989.12,56913.85,57444.44,2509009,BTC-USD,136343203451.25514
2024-08-26,57444.44,60414.42,57421.97,60157.69,3088065,BTC-USD,168955615925.61826
2024-08-27,60157.69,60460.32,59562.62,59575.81,2529489,BTC-USD,151060213632.08255
2024-08-28,59575.81,64525.85,59334.54,63303.41,3838437,BTC-USD,227086162565.38138
2024-08-29,63303.41,66455.07,62683.82,65448.51,2885001,BTC-USD,205902012133.70148
2024-08-30,65448.51,69403.74,65126.86,68359.24,2915230,BTC-USD,200074657849.53488
2024-08-31,68359.24,68921.02,65331.06,65707.16,2125919,BTC-USD,119000975837.34532
2024-09-01,65707.16,66803.38,62121.26,62514.27,882870,BTC-USD,60712524750.61123
2024-09-02,62514.27,63351.63,58961.93,59335.08,8159266,BTC-USD,406520462683.106
2024-09-03,59335.08,60770.9,58207.91,60468.79,3065950,BTC-USD,210537398169.48816
2024-09-04,60468.79,61014.05,57348.27,57601.54,2427295,BTC-USD,163943808155.7412
2024-09-05,57601.54,58152.43,57444.38,57727.71,5309921,BTC-USD,284759271387.88043
2024-09-06,57727.71,58085.12,54932.2,55566.14,1812521,BTC-USD,117882342927.78635
2024-09-07,55566.14,57777.45,55354.56,56821.77,1732831,BTC-USD,110002653753.00919
2024-09-08,56821.77,57162.2,56224.91,56543.89,2716306,BTC-USD,179543347651.1797
2024-09-09,56543.89,56739.52,55999.86,56298.63,2346139,BTC-USD,140869088762.96213
2024-09-10,56298.63,56606.54,54687.85,56428.97,3794774,BTC-USD,191492022854.3718
2024-09-11,56428.97,57012.75,54109.9,54242.27,3788041,BTC-USD,237897325063.3323
2024-09-12,54242.27,56740.22,54113.3,55612.57,1986780,BTC-USD,96535728478.2444
2024-09-13,55612.57,55680.05,52665.59,52878.31,6328019,BTC-USD,296209258575.9472
2024-09-14,52878.31,53612.8,52593.08,53131.09,6024826,BTC-USD,290791967402.7805
2024-09-15,53131.09,54485.2,53095.79,54062.98,2733136,BTC-USD,136191535255.52065
2024-09-16,54062.98,57122.31,53631.37,56439.3,3568964,BTC-USD,202596482625.70084
2024-09-17,56439.3,57447.64,53304.69,53989.6,4179517,BTC-USD,244917150885.6655
2024-09-18,53989.6,54758.75,51194.88,51732.15,6238277,BTC-USD,377737753927.95624
2024-09-19,51732.15,54194.81,50333.65,52852.15,3873534,BTC-USD,171021819875.30313
2024-09-20,52852.15,52891.76,51792.97,52260.98,1369308,BTC-USD,84567497074.98792
2024-09-21,52260.98,52870.97,46407.32,46464.82,5207286,BTC-USD,282732188323.1214
2024-09-22,46464.82,48999.6,45882.31,48844.34,3398679,BTC-USD,136390673725.28453
2024-09-23,48844.34,52700.07,48415.27,52353.41,1968559,BTC-USD,97302611635.69753
2024-09-24,52353.41,52610.92,51292.53,51436.58,858306,BTC-USD,49678227729.339874
2024-09-25,51436.58,53831.99,51075.36,53736.61,2961409,BTC-USD,166238422132.08188
2024-09-26,53736.61,55952.13,53390.19,54837.66,1904847,BTC-USD,116118717867.38728
2024-09-27,54837.66,56865.56,54273.43,55872.02,2962927,BTC-USD,180048641401.132
2024-09-28,55872.02,56598.73,51773.72,52030.02,1995439,BTC-USD,103688596808.29465
2024-09-29,52030.02,55527.4,51759.26,54497.61,3153897,BTC-USD,140337699549.4631
2024-09-30,54497.61,55188.85,54225.55,54477.56,5429612,BTC-USD,305762357972.0199
2024-10-01,54477.56,55009.97,53598.74,54391.73,5132245,BTC-USD,228744332668.66412
2024-10-02,54391.73,54962.75,54005.86,54918.79,3136067,BTC-USD,179374904740.08224
2024-10-03,54918.79,58862.32,53860.42,58717.63,10623147,BTC-USD,698720449603.558
2024-10-04,58717.63,59281.5,56387.46,56645.75,2011335,BTC-USD,117806945241.87187
2024-10-05,56645.75,59414.76,56512.71,58402.84,6080507,BTC-USD,425719607559.51733
2024-10-06,58402.84,61575.78,58054.19,60951.26,3206261,BTC-USD,191975720721.40598
2024-10-07,60951.26,61285.07,58364.96,59473.13,5437690,BTC-USD,355584411056.1711
2024-10-08,59473.13,61666.9,58961.21,61288.93,2610275,BTC-USD,170681339048.23605
2024-10-09,61288.93,61896.52,60320.6,60468.16,5738225,BTC-USD,415186676551.2454
2024-10-10,60468.16,60660.12,55619.8,56031.11,4793047,BTC-USD,291464560233.69275
2024-10-11,56031.11,56311.39,54009.58,54284.98,1034069,BTC-USD,48590639646.819244
2024-10-12,54284.98,55897.94,53901.07,55764.23,5037669,BTC-USD,332107662139.3274
2024-10-13,55764.23,56751.91,55448.23,55779.27,1933010,BTC-USD,115057909543.15123
2024-10-14,55779.27,58284.2,54848.44,57588.39,3795309,BTC-USD,180040309498.66397
2024-10-15,57588.39,57915.03,53949.23,54534.43,2200883,BTC-USD,127588684926.15848
2024-10-16,54534.43,55790.5,54329.24,55622.25,3626656,BTC-USD,232636329371.74625
2024-10-17,55622.25,56324.19,55395.2,56109.67,4141589,BTC-USD,239544485590.39868
2024-10-18,56109.67,58483.26,54885.98,57838.53,4226666,BTC-USD,230189362301.61423
2024-10-19,57838.53,60668.91,57687.67,59736.7,4157285,BTC-USD,280220685492.40753
2024-10-20,59736.7,61547.61,59532.46,60332.93,1895972,BTC-USD,127316114096.49454
2024-10-21,60332.93,60348.38,58246.81,58285.76,3226145,BTC-USD,191361488297.1936
2024-10-22,58285.76,65596.13,58007.85,65250.18,2558876,BTC-USD,143883031716.35135
2024-10-23,65250.18,65975.44,65086.9,65097.4,3511848,BTC-USD,205841165635.70773
2024-10-24,65097.4,65699.8,63275.66,63987.05,2016372,BTC-USD,141329538605.04742
2024-10-25,63987.05,65903.58,63653.88,65785.75,1905459,BTC-USD,140699260097.20007
2024-10-26,65785.75,68915.52,65732.71,68147.26,4875853,BTC-USD,302938079970.8958
2024-10-27,68147.26,68955.37,67656.76,67825.9,1827535,BTC-USD,117408684173.2506
2024-10-28,67825.9,67847.87,66454.17,66912.29,5581436,BTC-USD,310370499888.1754
2024-10-29,66912.29,67073.55,60729.5,61663.69,1303867,BTC-USD,87266293521.4436
2024-10-30,61663.69,61868.62,60424.08,61058.54,4261136,BTC-USD,208515314743.836
2024-10-31,61058.54,61657.97,57224.88,57476.57,3959490,BTC-USD,186299052061.42227
2024-11-01,57476.57,57691.41,56170.48,57300.87,5042907,BTC-USD,231672476614.6749
2024-11-02,57300.87,57799.75,55094.57,55354.79,3138598,BTC-USD,183835355616.78943
2024-11-03,55354.79,57779.41,55341.51,57406.96,2159624,BTC-USD,119880595331.9189
2024-11-04,57406.96,57767.96,54730.13,55434.22,2930392,BTC-USD,149289069674.05194
2024-11-05,55434.22,55920.18,53773.93,54251.97,1799427,BTC-USD,113738014708.87454
2024-11-06,54251.97,54788.0,51630.51,51880.12,2108760,BTC-USD,95959437688.21555
2024-11-07,51880.12,52036.88,51187.17,51279.86,6643199,BTC-USD,325587054808.03754
2024-11-08,51279.86,51505.21,49028.5,49860.01,5631199,BTC-USD,330222464762.48254
2024-11-09,49860.01,50157.16,49590.17,49590.47,3103563,BTC-USD,149419619440.47357
2024-11-10,49590.47,51133.79,48448.35,50855.32,2933604,BTC-USD,152453256778.93594
2024-11-11,50855.32,51286.81,50112.26,50864.1,1871177,BTC-USD,79199035335.23297
2024-11-12,50864.1,54942.69,50742.48,53958.2,3184420,BTC-USD,191768773317.51068
2024-11-13,53958.2,55024.42,53831.82,54147.69,3334531,BTC-USD,174978568827.51138
2024-11-14,54147.69,56448.12,53466.37,56205.48,2181555,BTC-USD,137354452304.30228
2024-11-15,56205.48,57597.05,53910.58,53966.19,5271442,BTC-USD,256463817287.08234
2024-11-16,53966.19,55274.64,53803.08,55230.54,4937620,BTC-USD,264251170976.62073
2024-11-17,55230.54,56245.43,52783.3,52889.47,14517955,BTC-USD,855857235635.9268
2024-11-18,52889.47,53904.64,51969.61,53792.46,1922803,BTC-USD,123038011067.92175
2024-11-19,53792.46,53793.09,51452.24,51949.05,3187255,BTC-USD,136408890850.52377
2024-11-20,51949.05,53014.14,51699.17,52950.01,1956185,BTC-USD,116525701568.3829
2024-11-21,52950.01,53939.32,51580.69,53129.02,3255800,BTC-USD,159186943518.7963
2024-11-22,53129.02,53699.73,52472.23,52607.45,5207643,BTC-USD,279521487051.74585
2024-11-23,52607.45,53515.99,50784.17,51238.48,1475483,BTC-USD,69253769813.92734
2024-11-24,51238.48,51249.8,49930.98,50497.14,1017631,BTC-USD,53719324725.37532
2024-11-25,50497.14,53532.12,49855.18,52755.91,4777341,BTC-USD,237294369008.62646
2024-11-26,52755.91,53104.57,49880.75,50808.0,3353630,BTC-USD,159051007485.67694
2024-11-27,50808.0,52148.72,50583.53,51780.56,2861490,BTC-USD,120784164880.03923
2024-11-28,51780.56,53303.61,51712.35,52802.79,3381172,BTC-USD,153323301004.2378
2024-11-29,52802.79,54200.5,52470.92,53610.75,1845331,BTC-USD,115434127142.47926
2024-11-30,53610.75,53743.78,51298.29,51519.16,3284092,BTC-USD,202915814197.01697
2024-12-01,51519.16,52451.26,51182.23,51281.83,1985876,BTC-USD,113266569285.99084
2024-12-02,51281.83,51537.81,49515.21,49900.62,2105188,BTC-USD,96092037012.87907
2024-12-03,49900.62,50281.88,49519.41,50104.93,3213716,BTC-USD,154739584037.01172
2024-12-04,50104.93,52368.43,49812.33,51928.18,4171575,BTC-USD,237375012946.29657
2024-12-05,51928.18,52232.09,49515.6,49782.45,7129151,BTC-USD,421418025210.56683
2024-12-06,49782.45,49945.56,48486.88,48899.99,2158222,BTC-USD,103657257986.41502
2024-12-07,48899.99,48972.39,42113.09,42609.08,2733257,BTC-USD,131812244803.07135
2024-12-08,42609.08,42988.54,41124.6,41369.73,3082896,BTC-USD,151774420530.32928
2024-12-09,41369.73,42780.41,40927.57,42472.95,1718564,BTC-USD,83896776456.16997
2024-12-10,42472.95,43560.47,40729.99,40897.44,3668630,BTC-USD,133662459140.64577
2024-12-11,40897.44,42088.52,40720.62,41961.12,2283931,BTC-USD,76976939865.42928
2024-12-12,41961.12,42515.66,38596.93,39018.29,3301172,BTC-USD,128398116619.81418
2024-12-13,39018.29,41285.42,38921.73,41227.32,3253258,BTC-USD,135805593502.76761
2024-12-14,41227.32,42741.29,41124.15,42536.85,2788752,BTC-USD,104449088110.52457
2024-12-15,42536.85,44364.24,41983.88,44225.56,5283781,BTC-USD,213551415711.04068
2024-12-16,44225.56,44704.59,41227.72,41492.57,2896530,BTC-USD,132931391025.39726
2024-12-17,41492.57,43573.37,40884.71,43000.76,2340259,BTC-USD,99439298872.38554
2024-12-18,43000.76,43755.12,41254.58,41541.6,3298521,BTC-USD,127014955928.63087
2024-12-19,41541.6,41834.88,41077.71,41588.9,3671266,BTC-USD,160173123300.60577
2024-12-20,41588.9,46883.37,41567.31,46723.51,1656699,BTC-USD,82136649374.14926
2024-12-21,46723.51,47174.64,46666.16,46838.63,3245079,BTC-USD,168373784925.93158
2024-12-22,46838.63,50587.38,46103.89,49906.48,2849266,BTC-USD,122670895767.0024
2024-12-23,49906.48,51044.52,49517.02,50766.31,4249276,BTC-USD,236560109416.78867
2024-12-24,50766.31,51475.84,49723.11,50418.99,5066883,BTC-USD,265627397431.2121
2024-12-25,50418.99,50511.2,49414.27,49999.44,3619028,BTC-USD,148926535854.9779
2024-12-26,49999.44,50982.29,48958.43,50765.92,4574861,BTC-USD,258021396523.1294
2024-12-27,50765.92,51459.37,46826.39,47383.01,2706882,BTC-USD,122261757485.56055
2024-12-28,47383.01,47764.02,46350.0,46658.83,3275888,BTC-USD,142478652591.2237
2024-12-29,46658.83,47099.91,46448.14,46775.27,2026822,BTC-USD,92836049151.744
2024-12-30,46775.27,46824.2,46593.26,46773.31,4789680,BTC-USD,210244678465.09927
2021-01-01,730.0,767.84,729.61,763.57,4116255,ETH-USD,2963349588.186468
2021-01-02,763.57,765.23,752.57,756.39,3524637,ETH-USD,3047363507.992862
2021-01-03,756.39,761.3,678.75,685.7,5018116,ETH-USD,2804971580.33775
2021-01-04,685.7,687.48,676.75,677.48,5384897,ETH-USD,3138698918.9499297
2021-01-05,677.48,711.08,677.24,696.61,7595348,ETH-USD,4497591904.805057
2021-01-06,696.61,714.03,692.85,698.6,2189662,ETH-USD,1470391818.72299
2021-01-07,698.6,701.72,684.5,687.75,2290651,ETH-USD,1888575541.5201035
2021-01-08,687.75,749.06,683.46,738.55,4505326,ETH-USD,2892659875.2507415
2021-01-09,738.55,745.78,711.15,715.02,5104000,ETH-USD,3131943029.2041707
2021-01-10,715.02,720.65,709.69,711.26,1678919,ETH-USD,1392403103.8167276
2021-01-11,711.26,718.13,659.61,662.75,5165238,ETH-USD,3946405012.4451613
2021-01-12,662.75,664.4,653.6,656.44,9750852,ETH-USD,5203225729.224478
2021-01-13,656.44,661.27,630.16,650.43,3355113,ETH-USD,2401981907.109064
2021-01-14,650.43,694.03,644.49,686.84,1995643,ETH-USD,1455925391.7489023
2021-01-15,686.84,741.36,675.6,734.28,2857427,ETH-USD,2322855810.0201554
2021-01-16,734.28,734.57,705.85,730.52,4584784,ETH-USD,3341911288.299131
2021-01-17,730.52,738.24,710.43,718.84,2487050,ETH-USD,2139184364.055696
2021-01-18,718.84,805.26,716.52,798.33,3739289,ETH-USD,2440505882.756852
2021-01-19,798.33,812.04,781.75,781.89,2364533,ETH-USD,1652366682.7828522
2021-01-20,781.89,787.74,735.04,740.6,4859059,ETH-USD,3449702460.690996
2021-01-21,740.6,748.43,693.39,695.55,1978294,ETH-USD,1348360122.691324
2021-01-22,695.55,708.39,689.54,699.56,5767851,ETH-USD,4715037728.514264
2021-01-23,699.56,709.17,678.36,691.09,3456252,ETH-USD,2445911312.93347
2021-01-24,691.09,693.61,670.0,674.27,1260326,ETH-USD,695174139.4301859
2021-01-25,674.27,689.18,661.37,672.58,3811794,ETH-USD,2469250378.424492
2021-01-26,672.58,694.61,671.32,682.03,5478428,ETH-USD,3611640414.238684
2021-01-27,682.03,727.98,681.16,724.5,2432299,ETH-USD,2090315994.6518586
2021-01-28,724.5,730.18,663.36,669.4,12599458,ETH-USD,8768731554.087734
2021-01-29,669.4,682.77,667.49,677.01,3592084,ETH-USD,2563831465.3730826
2021-01-30,677.01,694.26,671.43,693.5,2554943,ETH-USD,1922994177.2562776
2021-01-31,693.5,702.68,626.13,635.78,4211071,ETH-USD,2966506814.3628364
2021-02-01,635.78,635.93,609.69,610.66,2894418,ETH-USD,1862986688.5988646
2021-02-02,610.66,613.61,606.1,612.84,3086609,ETH-USD,1692748460.4587743
2021-02-03,612.84,666.99,606.9,658.92,1662057,ETH-USD,1259019036.6342938
2021-02-04,658.92,664.97,658.83,663.83,3723169,ETH-USD,2701029672.94382
2021-02-05,663.83,721.52,661.33,703.69,3828692,ETH-USD,2954872445.296312
2021-02-06,703.69,731.06,699.39,721.79,2651754,ETH-USD,2294175250.0386553
2021-02-07,721.79,749.4,721.39,735.91,2094409,ETH-USD,1727809766.2170613
2021-02-08,735.91,740.27,718.01,719.35,4876623,ETH-USD,3969863840.046496
2021-02-09,719.35,746.56,715.26,738.02,3958837,ETH-USD,3449249640.2296295
2021-02-10,738.02,791.18,729.42,789.32,1468404,ETH-USD,997300695.7074438
2021-02-11,789.32,816.33,787.86,816.16,2949304,ETH-USD,2404915776.214998
2021-02-12,816.16,823.74,762.72,770.37,4095906,ETH-USD,3257050390.7143035
2021-02-13,770.37,771.34,712.32,724.12,3934011,ETH-USD,2654159423.31835
2021-02-14,724.12,733.2,706.6,707.07,4307318,ETH-USD,3459046719.8152337
2021-02-15,707.07,738.05,700.53,732.01,3556635,ETH-USD,2876775381.143395
2021-02-16,732.01,753.97,728.77,753.69,3580643,ETH-USD,2937133226.5062027
2021-02-17,753.69,767.4,748.97,765.01,3003722,ETH-USD,2754832745.518557
2021-02-18,765.01,828.52,756.17,809.38,11648296,ETH-USD,8520486686.781019
2021-02-19,809.38,894.09,804.7,882.4,3788840,ETH-USD,3658151509.869442
2021-02-20,882.4,883.22,877.11,881.05,3845131,ETH-USD,3457410926.3445883
2021-02-21,881.05,884.93,832.51,837.65,3216318,ETH-USD,2492614786.913701
2021-02-22,837.65,875.73,834.29,867.87,1305676,ETH-USD,979313680.6979529
2021-02-23,867.87,906.93,866.5,898.6,3603721,ETH-USD,3751100526.8498907
2021-02-24,898.6,903.36,888.31,898.77,2585879,ETH-USD,2412850103.4974093
2021-02-25,898.77,900.65,851.86,853.46,2135923,ETH-USD,2059856829.642078
2021-02-26,853.46,897.74,852.24,878.34,1984452,ETH-USD,1774638520.032582
2021-02-27,878.34,890.5,870.56,889.34,2391861,ETH-USD,1888914262.2168036
2021-02-28,889.34,895.85,846.4,849.27,4583053,ETH-USD,3639329206.029447
2021-03-01,849.27,860.65,788.82,792.45,1881561,ETH-USD,1420390741.8846083
2021-03-02,792.45,829.45,779.86,826.3,6240613,ETH-USD,6132116287.423158
2021-03-03,826.3,855.64,820.86,849.84,2428412,ETH-USD,1655659620.8281024
2021-03-04,849.84,872.94,827.74,867.93,6682240,ETH-USD,6926406674.367482
2021-03-05,867.93,907.26,865.13,905.35,3216355,ETH-USD,3471554682.202047
2021-03-06,905.35,992.14,896.56,979.17,4042604,ETH-USD,4743981191.408341
2021-03-07,979.17,984.08,923.81,935.67,2011656,ETH-USD,1864619445.299998
2021-03-08,935.67,940.86,925.96,932.34,2381576,ETH-USD,2632382297.5426397
2021-03-09,932.34,997.82,908.98,980.31,2608222,ETH-USD,2450090543.3554974
2021-03-10,980.31,1062.3,974.36,1059.51,2384500,ETH-USD,2047693402.7376983
2021-03-11,1059.51,1102.68,1059.48,1095.46,4378914,ETH-USD,4268010766.85209
2021-03-12,1095.46,1113.03,1082.87,1107.71,2393387,ETH-USD,3123402684.1298823
2021-03-13,1107.71,1163.16,1102.23,1157.13,1966964,ETH-USD,1833358001.4560738
2021-03-14,1157.13,1169.34,1070.83,1073.72,2268527,ETH-USD,2480575132.2646494
2021-03-15,1073.72,1079.16,1058.33,1063.44,6527909,ETH-USD,5763563325.53595
2021-03-16,1063.44,1129.24,1057.92,1121.27,4979318,ETH-USD,5106127071.254234
2021-03-17,1121.27,1169.09,1117.68,1166.91,1654448,ETH-USD,1612502070.7094295
2021-03-18,1166.91,1167.02,1130.37,1134.79,2264682,ETH-USD,2939525062.9789553
2021-03-19,1134.79,1134.86,1113.4,1114.31,5893860,ETH-USD,6806833065.081322
2021-03-20,1114.31,1117.78,1094.78,1095.28,1404092,ETH-USD,1785229498.9293766
2021-03-21,1095.28,1105.25,1091.42,1100.08,9570044,ETH-USD,11320992984.210962
2021-03-22,1100.08,1112.87,1089.39,1097.06,2686163,ETH-USD,3502108884.4954567
2021-03-23,1097.06,1122.73,1071.23,1110.68,3298987,ETH-USD,3678596041.683675
2021-03-24,1110.68,1175.58,1091.06,1169.41,4157151,ETH-USD,5131145773.838352
2021-03-25,1169.41,1186.53,1167.71,1183.09,4004430,ETH-USD,4882209387.973522
2021-03-26,1183.09,1197.02,1181.17,1185.32,7401487,ETH-USD,8717896447.802475
2021-03-27,1185.32,1187.46,1138.27,1157.0,4478818,ETH-USD,5899095950.530327
2021-03-28,1157.0,1163.44,1134.84,1145.47,3439309,ETH-USD,4167375231.4762487
2021-03-29,1145.47,1152.61,1121.58,1138.13,1442370,ETH-USD,1839458804.2645206
2021-03-30,1138.13,1233.71,1128.5,1232.04,2456359,ETH-USD,3372985542.4792795
2021-03-31,1232.04,1319.89,1227.3,1299.38,2233171,ETH-USD,2543135367.811097
2021-04-01,1299.38,1448.1,1284.79,1442.06,7322906,ETH-USD,11194364781.863678
2021-04-02,1442.06,1478.03,1392.52,1398.94,4372570,ETH-USD,5382066285.235533
2021-04-03,1398.94,1415.83,1364.47,1413.47,3095768,ETH-USD,4521611867.732518
2021-04-04,1413.47,1486.16,1402.3,1471.63,4622321,ETH-USD,7285135117.604536
2021-04-05,1471.63,1489.15,1437.95,1455.86,2491925,ETH-USD,4349460369.797735
2021-04-06,1455.86,1477.19,1414.05,1435.81,5799275,ETH-USD,6763050661.122931
2021-04-07,1435.81,1452.58,1364.97,1370.46,3546944,ETH-USD,4066165598.584191
2021-04-08,1370.46,1380.15,1309.13,1330.65,2223932,ETH-USD,2458597366.969467
2021-04-09,1330.65,1398.73,1306.88,1396.15,13878193,ETH-USD,18588296878.08693
2021-04-10,1396.15,1448.66,1392.7,1444.38,1862445,ETH-USD,3036117459.3767996
2021-04-11,1444.38,1452.49,1363.56,1380.07,4971710,ETH-USD,7805578382.327871
2021-04-12,1380.07,1423.86,1348.24,1422.67,1623880,ETH-USD,2529237764.1338696
2021-04-13,1422.67,1496.46,1403.18,1471.96,2002943,ETH-USD,3416290802.924573
2021-04-14,1471.96,1564.26,1470.97,1544.59,5937542,ETH-USD,8521242598.919001
2021-04-15,1544.59,1558.52,1508.13,1524.24,5036822,ETH-USD,6412577213.830536
2021-04-16,1524.24,1647.47,1498.52,1607.7,4953502,ETH-USD,6556242490.523017
2021-04-17,1607.7,1673.93,1604.52,1668.48,1074485,ETH-USD,2045272054.3747318
2021-04-18,1668.48,1687.86,1659.96,1686.39,3615965,ETH-USD,6660000716.739686
2021-04-19,1686.39,1728.05,1637.11,1725.98,1845122,ETH-USD,3437651260.346415
2021-04-20,1725.98,1729.72,1619.14,1645.33,2436641,ETH-USD,3751978476.516215
2021-04-21,1645.33,1655.83,1541.52,1547.57,6738283,ETH-USD,9927026844.545149
2021-04-22,1547.57,1583.6,1525.68,1580.16,2111481,ETH-USD,3947872067.6887364
2021-04-23,1580.16,1587.31,1568.78,1574.63,2104566,ETH-USD,2735707550.7246757
2021-04-24,1574.63,1676.3,1566.39,1648.55,2190641,ETH-USD,4006801082.24827
2021-04-25,1648.55,1651.71,1627.17,1629.1,1144197,ETH-USD,1722073075.9096048
2021-04-26,1629.1,1633.0,1506.31,1513.14,3062063,ETH-USD,3779045180.429943
2021-04-27,1513.14,1562.4,1503.32,1533.56,2678847,ETH-USD,4506780558.848639
